"study_day"	"subject"	"diet_name"	"total_mg"	"total_kcal"	"total_mg_dry"	"probiotic"	"fiber"	"steroid"	"antibiotic"	"antidiarrheal"	"bristol_mean"	"holding"	"pair_access"	"warb_status"	"keeper_note"	"Subj_Certainty"	"Sex"	"subject_age"	"SampleID"	"CollectionDate"	"SampleNotes"	"ExtractID"	"ExtractDate"	"ExtractKit"	"ExtractedBy"	"ExtractNotes"	"SequenceID"	"LibraryCode"	"LibPrepKit"	"FlowCellType"	"FlowCellSerial"	"FlongleAdapter"	"SeqDevice"	"protein_fed"	"fat_fed"	"CHO_fed"	"mineral_fed"	"Omega_3"	"Omega_6"	"Methionine"	"Taurine"	"Calcium_Ca"	"Magnesium_Mg"	"Phosphorus_P"	"Potassium_K"	"Copper_Cu"	"Iodine_I"	"Iron_Fe"	"Manganese_Mn"	"Zinc_Zn"	"Acid_Detergent_Fiber"	"Neutral_Detergent_Fiber"	"Total_Dietary_Fiber"	"Water_Soluble_Carbohydrates"	"Crude_Fiber"	"Starch"	"Beta_Carotene"	"Lycopene"	"Choline"	"Folic_Acid_Vitamin_B9"	"Vitamin_B1_Thiamin"	"Vitamin_B2_Riboflavin"	"Vitamin_B3_Niacin"	"Vitamin_B5_Pantothenic_Acid"	"Vitamin_B6_Pyridoxine"	"Vitamin_B7_Biotin"	"Vitamin_B12_Cobalamin"	"Vitamin_C_Ascorbic_Acid"	"Vitamin_A"	"Vitamin_D3_Cholecalciferol"	"Vitamin_E"	"Vitamin_K"	"Biscuit"	"Gum_Arabic"	"Invertebrates"	"Protein_Rotation"	"Seasonal_Veggie_Rotation"	"Oat_Gel"	"subject_day"
121	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-242"	2024-02-23	""	"hdz-242-e1"	2024-07-10	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-242-s142"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_121"
122	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-328"	2024-02-24	""	"hdz-328-e1"	2024-06-28	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-328-s158"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_122"
122	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-334"	2024-02-24	""	"hdz-334-e1"	2024-08-28	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-334-s325"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_122"
123	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-327"	2024-02-25	""	"hdz-327-e1"	2024-06-28	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-327-s138"	"hdz6"	"SQK-16S114-24"	"FLO-FLG114"	"AVI490"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_123"
123	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-302"	2024-02-25	""	"hdz-302-e1"	2024-06-14	"Quick-DNA Fecal/Soil Microbe"	"SA/EK"	""	"hdz-302-s111"	"hdz5"	"SQK-16S114-24"	"FLO-FLG114"	"AVI712"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_123"
124	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-243"	2024-02-26	""	"hdz-243-e1"	2024-07-10	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-243-s143"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_124"
124	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-410"	2024-02-26	""	"hdz-410-e1"	2024-09-06	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-410-e1-s349"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_124"
125	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-236"	2024-02-27	""	"hdz-236-e1"	2024-08-23	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-236-s283"	"hdz13"	"SQK-16S114-24"	"FLO-FLG114"	"AVP114"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_125"
125	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-244"	2024-02-27	""	"hdz-244-e1"	2024-07-10	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-244-s144"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_125"
126	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-233"	2024-02-28	""	"hdz-233-e1"	2024-08-23	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-233-s280"	"hdz13"	"SQK-16S114-24"	"FLO-FLG114"	"AVP114"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_126"
126	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-232"	2024-02-28	""	"hdz-232-e1"	2024-08-23	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-232-s279"	"hdz13"	"SQK-16S114-24"	"FLO-FLG114"	"AVP114"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_126"
127	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-231"	2024-02-29	""	"hdz-231-e1"	2024-08-23	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-231-s278"	"hdz13"	"SQK-16S114-24"	"FLO-FLG114"	"AVP114"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_127"
127	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-309"	2024-02-29	""	"hdz-309-e1"	2024-06-18	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-309-s118"	"hdz6"	"SQK-16S114-24"	"FLO-FLG114"	"AVI490"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_127"
128	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-230"	2024-03-01	""	"hdz-230-e1"	2024-08-23	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-230-s277"	"hdz13"	"SQK-16S114-24"	"FLO-FLG114"	"AVP114"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_128"
129	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-222"	2024-03-02	""	"hdz-222-e1"	2024-06-06	"Quick-DNA Fecal/Soil Microbe"	"SA/ZE"	""	"hdz-222-s109"	"hdz5"	"SQK-16S114-24"	"FLO-FLG114"	"AVI712"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_129"
130	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-322"	2024-03-03	""	"hdz-322-e1"	2024-06-27	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-322-s133"	"hdz6"	"SQK-16S114-24"	"FLO-FLG114"	"AVI490"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_130"
131	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	6	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-389"	2024-03-04	""	"hdz-389-e1"	2024-08-19	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-389-s266"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_131"
132	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-395"	2024-03-05	""	"hdz-395-e1"	2024-08-19	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-395-s272"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_132"
133	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3.33333333333333	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-400"	2024-03-06	""	"hdz-400-e1"	2024-08-23	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-400-s331"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_133"
133	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-399"	2024-03-06	""	"hdz-399-e1"	2024-08-23	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-399-s330"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_133"
134	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-398"	2024-03-07	""	"hdz-398-e1"	2024-08-23	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-398-s329"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_134"
135	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-339"	2024-03-08	""	"hdz-339-e1"	2024-08-09	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-339-s252"	"hdz11"	"NA"	"NA"	"AVN953"	NA	"NA"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_135"
135	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-373"	2024-03-08	""	"hdz-373-e1"	2024-08-07	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-373-s219"	"hdz10"	"NA"	"NA"	"AXK913"	NA	"NA"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_135"
135	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-337"	2024-03-08	""	"hdz-337-e1"	2024-07-11	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-337-s160"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_135"
136	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-342"	2024-03-09	""	"hdz-342-e1"	2024-07-18	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-342-s171"	"hdz8"	"SQK-16S114-24"	"FLO-FLG114"	"AVP307"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_136"
136	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-383"	2024-03-09	""	"hdz-383-e1"	2024-08-19	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-383-s260"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_136"
136	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-344"	2024-03-09	""	"hdz-344-e1"	2024-08-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-344-s316"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_136"
136	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-382"	2024-03-09	""	"hdz-382-e1"	2024-08-23	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-382-s328"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_136"
137	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-321"	2024-03-10	""	"hdz-321-e1"	2024-06-27	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-321-s132"	"hdz6"	"SQK-16S114-24"	"FLO-FLG114"	"AVI490"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_137"
137	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-338"	2024-03-10	""	"hdz-338-e1"	2024-07-11	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-338-s161"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_137"
138	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-347"	2024-03-11	""	"hdz-347-e1"	2024-08-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-347-s318"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_138"
138	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-384"	2024-03-11	""	"hdz-384-e1"	2024-08-19	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-384-s261"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_138"
138	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-343"	2024-03-11	""	"hdz-343-e1"	2024-07-18	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-343-s172"	"hdz8"	"SQK-16S114-24"	"FLO-FLG114"	"AVP307"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_138"
