"SequenceID"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"ExtractID"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"SampleID"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"Bristol"	"SampleTime"	"SampleStabilizer"	"CollectionDate"	"Subject"	"Subj_Certainty"
"IVY-45-MGE-S36"	"cm003"	13	13	"DNA1-IVY-45-MGE"	1	NA	NA	6.4	6481	"ARM773"	"PL3"	"no_sample"	2024-03-06	2024-03-06 19:21:09.366316	"marmoset"	2024-03-06	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-11	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"IVY-45-MGE"	"DNA Extracts 7"	""	15	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-23	"Ivy"	"yes"
"LAM-46-MGE-S37"	"cm003"	14	14	"DNA1-LAM-46-MGE"	1	NA	NA	5.5	8591	"ARM773"	"PL3"	"no_sample"	2024-03-06	2024-03-06 19:21:09.366316	"marmoset"	2024-03-06	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-18	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"LAM-46-MGE"	"DNA Extracts 7"	""	15	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-24	"Lambchop"	"yes"
"CHA-46-MGE-S38"	"cm003"	15	15	"DNA1-CHA-46-MGE"	1	NA	NA	6.8	7736	"ARM773"	"PL3"	"no_sample"	2024-03-06	2024-03-06 19:21:09.366316	"marmoset"	2024-03-06	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-18	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"CHA-46-MGE"	"DNA Extracts 7"	""	15	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-24	"Charles"	"yes"
"IRI-48-MGE-S39"	"cm003"	16	16	"DNA1-IRI-48-MGE"	1	NA	NA	6.7	5153	"ARM773"	"PL3"	"no_sample"	2024-03-06	2024-03-06 19:21:09.366316	"marmoset"	2024-03-06	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-18	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"IRI-48-MGE"	"DNA Extracts 7"	""	12	"SA/GR"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-04-26	"Iris"	"yes"
"MAR-48-MGE-S40"	"cm003"	17	17	"DNA1-MAR-48-MGE"	1	NA	NA	5.6	7021	"ARM773"	"PL3"	"no_sample"	2024-03-06	2024-03-06 19:21:09.366316	"marmoset"	2024-03-06	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-25	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"MAR-48-MGE"	"DNA Extracts 7"	""	12	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-26	"Marshmallow"	"yes"
"KUB-50-MGE-S41"	"cm003"	18	18	"DNA1-KUB-50-MGE"	0	NA	NA	7.4	5180	"ARM773"	"PL3"	"no_sample"	2024-03-06	2024-03-06 19:21:09.366316	"marmoset"	2024-03-06	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-25	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"KUB-50-MGE"	"DNA Extracts 7"	""	5.7	"SA/GR"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-28	"Kubo"	"yes"
"GIN-58-MGE-S42"	"cm003"	19	19	"DNA1-GIN-58-MGE"	1	NA	NA	6.2	5849	"ARM773"	"PL3"	"no_sample"	2024-03-06	2024-03-06 19:21:09.366316	"marmoset"	2024-03-06	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-25	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"GIN-58-MGE"	"DNA Extracts 7"	""	16	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-05-06	"Ginger"	"yes"
"GOO-59-MGE-S43"	"cm003"	20	20	"DNA1-GOO-59-MGE"	1	NA	NA	6.4	5991	"ARM773"	"PL3"	"no_sample"	2024-03-06	2024-03-06 19:21:09.366316	"marmoset"	2024-03-06	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-25	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"GOO-59-MGE"	"DNA Extracts 7"	""	12	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-05-07	"Goose"	"yes"
"HAM-22-MGE-S44"	"cm003"	21	21	"DNA1-HAM-22-MGE"	1	NA	NA	4.71	11736	"ARM773"	"PL3"	"no_sample"	2024-03-06	2024-03-06 19:21:09.366316	"marmoset"	2024-03-06	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-01	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"HAM-22-MGE"	"DNA Extracts 7"	""	9.6	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-31	"Hamlet"	"yes"
"KUB-24-MGE-S45"	"cm003"	22	22	"DNA1-KUB-24-MGE"	0	NA	NA	8.6	6397	"ARM773"	"PL3"	"no_sample"	2024-03-06	2024-03-06 19:21:09.366316	"marmoset"	2024-03-06	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-01	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"KUB-24-MGE"	"DNA Extracts 7"	""	7.7	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-02	"Kubo"	"yes"
"GRO-24-MGE-S46"	"cm003"	23	23	"DNA1-GRO-24-MGE"	0	NA	NA	8.3	4517	"ARM773"	"PL3"	"no_sample"	2024-03-06	2024-03-06 19:21:09.366316	"marmoset"	2024-03-06	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-01	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"GRO-24-MGE"	"DNA Extracts 7"	""	6.8	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-02	"Grogu"	"yes"
"NTC3-CTRL"	"cm003"	24	24	""	NA	NA	NA	NA	2	"ARM773"	"PL3"	"no_sample"	2024-03-06	2024-03-06 19:21:09.366316	"marmoset"	2024-03-06	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BUD-28-MGE-S47"	"cm004"	1	1	"DNA1-BUD-28-MGE"	1	NA	NA	7.3	3778	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-01	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"BUD-28-MGE"	"DNA Extracts 7"	""	9.6	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-06	"Buddy"	"yes"
"HER-67-MGE-S48"	"cm004"	2	2	"DNA1-HER-67-MGE"	1	NA	NA	5.3	7566	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-01	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"HER-67-MGE"	"DNA Extracts 7"	""	11	"SA/GR"	""	2	730	"Molecular Grade (95%) Ethanol"	2023-05-15	"Hera"	"yes"
"IVY-67-MGE-S49"	"cm004"	3	3	"DNA1-IVY-67-MGE"	1	NA	NA	5.5	4774	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-01	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"IVY-67-MGE"	"DNA Extracts 7"	""	7.8	"SA/GR"	""	2	800	"Molecular Grade (95%) Ethanol"	2023-05-15	"Ivy"	"yes"
"JAR-68-MGE-S50"	"cm004"	4	4	"DNA1-JAR-68-MGE"	1	NA	NA	4.66	8923	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-01	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"JAR-68-MGE"	"DNA Extracts 7"	""	8	"SA"	""	2	730	"Molecular Grade (95%) Ethanol"	2023-05-16	"JarJar BINKS"	"yes"
"FRA-68-MGE-S51"	"cm004"	5	5	"DNA1-FRA-68-MGE"	2	NA	NA	1.87	12544	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-01	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"FRA-68-MGE"	"DNA Extracts 7"	""	4.8	"SA"	""	3	800	"Molecular Grade (95%) Ethanol"	2023-05-16	"Franc"	"yes"
"JOA-36-MGE-S52"	"cm004"	6	6	"DNA1-JOA-36-MGE"	1	NA	NA	6.8	4386	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-08	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"JOA-36-MGE"	"DNA Extracts 7"	""	16	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-14	"Joans"	"yes"
"IVY-44-DRS-S53"	"cm004"	7	7	"DNA1-IVY-44-DRS"	2	NA	NA	2.32	12404	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-08	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"IVY-44-DRS"	"DNA Extracts 7"	""	13	"SA"	""	3	800	"DNA/RNA Shield"	2023-04-22	"Ivy"	"yes"
"IVY-44-MGE-S54"	"cm004"	8	8	"DNA1-IVY-44-MGE"	2	NA	NA	2.58	10000	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-08	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"IVY-44-MGE"	"DNA Extracts 7"	""	15	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-22	"Ivy"	"yes"
"CHA-44-MGE-S55"	"cm004"	9	9	"DNA1-CHA-44-MGE"	0	NA	NA	8.2	3500	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-08	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"CHA-44-MGE"	"DNA Extracts 7"	""	5.4	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-22	"Charles"	"yes"
"JAR-45-MGE-S56"	"cm004"	10	10	"DNA1-JAR-45-MGE"	1	NA	NA	5.4	5931	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-08	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"JAR-45-MGE"	"DNA Extracts 8"	""	11	"SA"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-04-23	"JarJar BINKS"	"yes"
"FRA-45-DRS-S57"	"cm004"	11	11	"DNA1-FRA-45-DRS"	1	NA	NA	5.7	7989	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-08	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"FRA-45-DRS"	"DNA Extracts 8"	""	4.2	"SA"	""	3	800	"DNA/RNA Shield"	2023-04-23	"Franc"	"yes"
"GOO-46-DRS-S58"	"cm004"	12	12	"DNA1-GOO-46-DRS"	1	NA	NA	6.7	5601	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GOO-46-DRS"	"DNA Extracts 8"	""	17	"SA/GR"	""	3	800	"DNA/RNA Shield"	2023-04-24	"Goose"	"yes"
"GRO-46-DRS-S59"	"cm004"	13	13	"DNA1-GRO-46-DRS"	1	NA	NA	6.3	2385	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GRO-46-DRS"	"DNA Extracts 8"	""	8.5	"SA/GR"	""	3	800	"DNA/RNA Shield"	2023-04-24	"Grogu"	"yes"
"GRO-46-MGE-S60"	"cm004"	14	14	"DNA1-GRO-46-MGE"	1	NA	NA	7.3	3216	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GRO-46-MGE"	"DNA Extracts 8"	""	6.3	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-24	"Grogu"	"yes"
"LAM-48-MGE-S61"	"cm004"	15	15	"DNA1-LAM-48-MGE"	1	NA	NA	4.15	17505	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"LAM-48-MGE"	"DNA Extracts 8"	""	3.5	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-26	"Lambchop"	"yes"
"HEN-36-MGE-S62"	"cm004"	16	16	"DNA1-HEN-36-MGE"	1	NA	NA	3.12	13215	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-15	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HEN-36-MGE"	"DNA Extracts 8"	""	10	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-14	"Henry"	"yes"
"HAM-41-DRS-S63"	"cm004"	17	17	"DNA1-HAM-41-DRS"	1	NA	NA	5.3	8307	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-15	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HAM-41-DRS"	"DNA Extracts 8"	""	17	"SA"	""	2	730	"DNA/RNA Shield"	2023-04-19	"Hamlet"	"yes"
"HAM-41-MGE-S64"	"cm004"	18	18	"DNA1-HAM-41-MGE"	1	NA	NA	6	7331	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-15	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HAM-41-MGE"	"DNA Extracts 8"	""	13	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-19	"Hamlet"	"yes"
"JOA-41-DRS-S65"	"cm004"	19	19	"DNA1-JOA-41-DRS"	1	NA	NA	4.7	11921	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-15	"SA"	"Quick-DNA Fecal/Soil Microbe"	"JOA-41-DRS"	"DNA Extracts 8"	""	17	"SA"	""	2	800	"DNA/RNA Shield"	2023-04-19	"Joans"	"yes"
"JOA-41-MGE-S66"	"cm004"	20	20	"DNA1-JOA-41-MGE"	0	NA	NA	8.4	4832	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-15	"SA"	"Quick-DNA Fecal/Soil Microbe"	"JOA-41-MGE"	"DNA Extracts 8"	""	7.6	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-19	"Joans"	"yes"
"IRI-44-MGE-S67"	"cm004"	21	21	"DNA1-IRI-44-MGE"	1	NA	NA	4.68	9489	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-15	"SA"	"Quick-DNA Fecal/Soil Microbe"	"IRI-44-MGE"	"DNA Extracts 8"	""	12	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-22	"Iris"	"yes"
"GRO-44-DRS-S68"	"cm004"	22	22	"DNA1-GRO-44-DRS"	0	NA	NA	7.8	3289	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-15	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GRO-44-DRS"	"DNA Extracts 8"	""	6.4	"SA"	""	3	800	"DNA/RNA Shield"	2023-04-22	"Grogu"	"yes"
"BUD-48-MGE-S69"	"cm004"	23	23	"DNA1-BUD-48-MGE"	1	NA	NA	4.99	11383	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-15	"SA"	"Quick-DNA Fecal/Soil Microbe"	"BUD-48-MGE"	"DNA Extracts 8"	""	4.7	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-26	"Buddy"	"yes"
"NTC4-CTRL"	"cm004"	24	24	""	NA	NA	NA	NA	18	"ARL498"	"PL4"	"no_sample"	2024-02-29	2024-02-29 21:54:53.974487	"marmoset"	2024-02-29	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"JAR-49-DRS-S70"	"cm005"	1	1	"DNA1-JAR-49-DRS"	1	NA	NA	5.8	17968	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-15	"SA"	"Quick-DNA Fecal/Soil Microbe"	"JAR-49-DRS"	"DNA Extracts 8"	""	10	"SA"	""	3	730	"DNA/RNA Shield"	2023-04-27	"JarJar BINKS"	"yes"
"FRA-9-MGE-S71"	"cm005"	2	2	"DNA1-FRA-9-MGE"	1	NA	NA	4.56	22626	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-12-12	"SA"	"Quick-DNA Fecal/Soil Microbe"	"FRA-9-MGE"	"DNA Extracts 8"	""	9.9	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-18	"Franc"	"yes"
"HER-11-MGE-S72"	"cm005"	3	3	"DNA1-HER-11-MGE"	1	NA	NA	6.1	15850	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-12-12	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HER-11-MGE"	"DNA Extracts 8"	""	12	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-20	"Hera"	"yes"
"PAD-11-MGE-S73"	"cm005"	4	4	"DNA1-PAD-11-MGE"	1	NA	NA	5.1	19977	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-12-12	"SA"	"Quick-DNA Fecal/Soil Microbe"	"PAD-11-MGE"	"DNA Extracts 8"	""	11	"SA"	""	1	800	"Molecular Grade (96%) Ethanol"	2023-03-20	"Padme"	"yes"
"KUB-14-MGE-S74"	"cm005"	5	5	"DNA1-KUB-14-MGE"	1	NA	NA	2.87	15530	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-12-12	"SA"	"Quick-DNA Fecal/Soil Microbe"	"KUB-14-MGE"	"DNA Extracts 8"	""	5.6	"SA/GR"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-23	"Kubo"	"yes"
"GIN-14-MGE-S75"	"cm005"	6	6	"DNA1-GIN-14-MGE"	1	NA	NA	5.5	12846	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-12-12	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GIN-14-MGE"	"DNA Extracts 8"	""	5.7	"SA/GR"	""	1	800	"Molecular Grade (96%) Ethanol"	2023-03-23	"Ginger"	"yes"
"GOO-42-MGE-S76"	"cm005"	7	7	"DNA1-GOO-42-MGE"	2	NA	NA	2.49	15556	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-12-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GOO-42-MGE"	"DNA Extracts 8"	""	6.3	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-20	""	"no"
"LAM-44-DRS-S77"	"cm005"	8	8	"DNA1-LAM-44-DRS"	1	NA	NA	4.58	16113	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-12-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"LAM-44-DRS"	"DNA Extracts 8"	""	3	"SA"	""	3	800	"DNA/RNA Shield"	2023-04-22	"Lambchop"	"yes"
"MAR-44-MGE-S78"	"cm005"	9	9	"DNA1-MAR-44-MGE"	3	NA	NA	1.54	13793	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-12-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"MAR-44-MGE"	"DNA Extracts 8"	""	19	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-22	"Marshmallow"	"yes"
"OPH-45-MGE-S79"	"cm005"	10	10	"DNA1-OPH-45-MGE"	1	NA	NA	3.34	14703	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-12-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"OPH-45-MGE"	"DNA Extracts 8"	""	11	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-23	"Ophelia"	"yes"
"IRI-46-MGE-S80"	"cm005"	11	11	"DNA1-IRI-46-MGE"	1	NA	NA	6.2	15335	"ARM042"	"PL5"	"no_sample"	2024-03-01	2024-03-01 19:53:54.157143	"marmoset"	2024-03-01	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-12-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"IRI-46-MGE"	"DNA Extracts 8"	""	12	"SA/GR"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-04-24	"Iris"	"yes"
