"ID"	"study_day"	"subject"	"diet_name"	"total_mg"	"total_kcal"	"total_mg_dry"	"probiotic"	"fiber"	"steroid"	"antibiotic"	"antidiarrheal"	"bristol_mean"	"holding"	"pair_access"	"warb_status"	"keeper_note"	"Subj_Certainty"	"Sex"	"subject_age"	"CollectionDate"	"protein_fed"	"fat_fed"	"CHO_fed"	"mineral_fed"	"Omega_3"	"Omega_6"	"Methionine"	"Taurine"	"Calcium_Ca"	"Magnesium_Mg"	"Phosphorus_P"	"Potassium_K"	"Copper_Cu"	"Iodine_I"	"Iron_Fe"	"Manganese_Mn"	"Zinc_Zn"	"Acid_Detergent_Fiber"	"Neutral_Detergent_Fiber"	"Total_Dietary_Fiber"	"Water_Soluble_Carbohydrates"	"Crude_Fiber"	"Starch"	"Beta_Carotene"	"Lycopene"	"Choline"	"Folic_Acid_Vitamin_B9"	"Vitamin_B1_Thiamin"	"Vitamin_B2_Riboflavin"	"Vitamin_B3_Niacin"	"Vitamin_B5_Pantothenic_Acid"	"Vitamin_B6_Pyridoxine"	"Vitamin_B7_Biotin"	"Vitamin_B12_Cobalamin"	"Vitamin_C_Ascorbic_Acid"	"Vitamin_A"	"Vitamin_D3_Cholecalciferol"	"Vitamin_E"	"Vitamin_K"	"Biscuit"	"Gum_Arabic"	"Invertebrates"	"Protein_Rotation"	"Seasonal_Veggie_Rotation"	"Oat_Gel"
"culi_146"	146	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-19	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_147"	147	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-20	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_148"	148	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"estrus"	"repro: Culi whistling and actively attempting to get to Warble"	"yes"	"M"	11	2024-03-21	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_150"	150	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-23	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_151"	151	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-24	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_152"	152	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-25	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_153"	153	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-26	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_154"	154	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-27	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_156"	156	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-29	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_157"	157	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-30	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_159"	159	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-04-01	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_161"	161	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"y"	"estrus"	"repro: Keeper Zach entered the facility in the morning to clean and found Warble and Culi sleeping together in a hammock in room 3; repro: Observed breeding event"	"yes"	"M"	11	2024-04-03	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_172"	172	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"y"	"pregnant"	"health: weight = 451 g"	"yes"	"M"	11	2024-04-14	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_174"	174	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-04-16	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_177"	177	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-04-19	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_178"	178	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-04-20	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_183"	183	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-04-25	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_187"	187	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	12.5	0	5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-04-29	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_192"	192	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	12.5	0	5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-04	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_196"	196	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-08	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_199"	199	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	6	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-11	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_200"	200	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	6	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-12	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_201"	201	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-13	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_202"	202	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-14	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"culi_416"	416	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-12-14	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
