superkingdom	phylum	class	order	family	genus	species	taxid	accession	label
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Pseudoflavonifractor	Pseudoflavonifractor gallinarum	txid2779352	NR_180619.1	NR_180619.1 Pseudoflavonifractor gallinarum strain Cla-CZ-98 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Pseudoflavonifractor	Pseudoflavonifractor phocaeensis	txid1870988	NR_147370.1	NR_147370.1 Pseudoflavonifractor phocaeensis strain Marseille-P3064 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Pseudoruminococcus	Pseudoruminococcus massiliensis	txid2086583	NR_179661.1	NR_179661.1 Pseudoruminococcus massiliensis strain Marseille-P3876 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Pusillibacter	Pusillibacter faecalis	txid2714358	NR_179331.1	NR_179331.1 Pusillibacter faecalis strain MM59 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Pygmaiobacter	Pygmaiobacter massiliensis	txid1917873	NR_179581.1	NR_179581.1 Pygmaiobacter massiliensis strain Marseille-P3336 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ructibacterium	Ructibacterium gallinarum	txid2779355	NR_180617.1	NR_180617.1 Ructibacterium gallinarum strain Cla-CZ-49 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcoides	Ruminococcoides bili	txid2678306	NR_173642.1	NR_173642.1 Ruminococcoides bili strain IPLA60002 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus callidus	txid40519	NR_029160.1	NR_029160.1 Ruminococcus callidus strain ATCC 27760 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus flavefaciens	txid1265	NR_025931.1	NR_025931.1 Ruminococcus flavefaciens strain C94 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus gauvreauii	txid438033	NR_044265.1	NR_044265.1 Ruminococcus gauvreauii strain CCRI-16110 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruthenibacterium	Ruthenibacterium lactatiformans	txid1550024	NR_151900.1	NR_151900.1 Ruthenibacterium lactatiformans strain 585-1 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Scatolibacter	Scatolibacter rhodanostii	txid2014781	NR_179632.1	NR_179632.1 Scatolibacter rhodanostii strain Marseille-P3890 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Solibaculum	Solibaculum mannosilyticum	txid2780922	NR_173688.1	NR_173688.1 Solibaculum mannosilyticum strain 12CBH8 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Sporobacter	Sporobacter termitidis	txid44749	NR_044972.1	NR_044972.1 Sporobacter termitidis strain SYR 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Vescimonas	Vescimonas coprocola	txid2714355	NR_179330.1	NR_179330.1 Vescimonas coprocola strain MM50 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Vescimonas	Vescimonas fastidiosa	txid2714353	NR_179329.1	NR_179329.1 Vescimonas fastidiosa strain MM35 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	unclassified Oscillospiraceae genus	Clostridium leptum	txid1535	NR_114789.1	NR_114789.1 [Clostridium] leptum strain DSM 753 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	unclassified Oscillospiraceae genus	Clostridium viride	txid47246	NR_026204.1	NR_026204.1 [Clostridium] viride strain T2-7 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Dehalobacterium	Dehalobacterium formicoaceticum	txid51515	NR_181963.1	NR_181963.1 Dehalobacterium formicoaceticum strain DMC 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Peptococcus	Peptococcus niger	txid2741	NR_113393.1	NR_113393.1 Peptococcus niger strain JCM 6506 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Peptococcus	Peptococcus simiae	txid1643805	NR_153710.1	NR_153710.1 Peptococcus simiae strain M108 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Phosphitispora	Phosphitispora fastidiosa	txid2837202	NR_181747.1	NR_181747.1 Phosphitispora fastidiosa strain DYL19 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Thermanaerosceptrum	Thermanaerosceptrum fracticalcis	txid1712410	NR_178819.1	NR_178819.1 Thermanaerosceptrum fracticalcis strain DRI-13 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	txid1121308	NR_113132.1	NR_113132.1 Clostridioides difficile ATCC 9689 = DSM 1296 strain JCM 1296 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Paeniclostridium	Eubacterium tenue	txid1737	NR_104812.1	NR_104812.1 Paraclostridium tenue strain DSM 20695 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii	txid1505	NR_113140.1	NR_113140.1 Paraclostridium sordellii strain JCM 3814 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptacetobacter	Peptacetobacter hiranonis	txid89152	NR_178263.1	NR_178263.1 Peptacetobacter hiranonis strain JCM 10541 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptoanaerobacter	Eubacterium yurii	txid264030	NR_115260.1	NR_115260.1 [Eubacterium] yurii subsp. schtitka strain ATCC 43716 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	Candidatus Peptostreptococcus massiliensis	txid226526	NR_176802.2	NR_176802.2 Candidatus Peptostreptococcus massiliensis strain 2002-69396 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus russellii	txid215200	NR_115155.1	NR_115155.1 Peptostreptococcus russellii strain RT-10B 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Romboutsia	Clostridium dakarense	txid1301100	NR_133028.1	NR_133028.1 Faecalimicrobium dakarense strain FF1 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Romboutsia	Romboutsia hominis	txid1507512	NR_178864.1	NR_178864.1 Romboutsia hominis strain FRIFI 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Romboutsia	Romboutsia ilealis	txid1115758	NR_125597.1	NR_125597.1 Romboutsia ilealis strain CRIB 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Romboutsia	Romboutsia maritimum	txid2020948	NR_179784.1	NR_179784.1 Romboutsia maritimum strain CCRI-22766 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Romboutsia	Romboutsia sedimentorum	txid1368474	NR_134800.1	NR_134800.1 Romboutsia sedimentorum strain LAM201 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Romboutsia	Romboutsia timonensis	txid1776391	NR_144740.1	NR_144740.1 Romboutsia timonensis strain DR1 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter mayombei	txid1541	NR_104744.1	NR_104744.1 Terrisporobacter mayombei strain SFC-5 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter petrolearius	txid1460447	NR_137408.1	NR_137408.1 Terrisporobacter petrolearius strain LAM0A37 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium ostreiconchae	txid471799	NR_134208.1	NR_134208.1 Symbiobacterium ostreiconchae strain KY38 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Syntrophomonadaceae	Dethiobacter	Dethiobacter alkaliphilus	txid555088	NR_044205.1	NR_044205.1 Dethiobacter alkaliphilus AHT 1 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Thermincolaceae	Thermincola	Thermincola carboxydiphila	txid278994	NR_043010.1	NR_043010.1 Thermincola carboxydiphila strain 2204 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	unclassified Eubacteriales family	Evtepia	Evtepia gabavorous	txid2211183	NR_180148.1	NR_180148.1 Evtepia gabavorous strain KLE1738 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	unclassified Eubacteriales family	Flintibacter	Flintibacter butyricus	txid1417852	NR_144611.1	NR_144611.1 Flintibacter butyricus strain BLS21 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	unclassified Eubacteriales family	Gemmiger	Gemmiger gallinarum	txid2779354	NR_180622.1	NR_180622.1 Gemmiger gallinarum strain Cla-CZ-245 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	unclassified Eubacteriales family	Intestinimonas	Intestinimonas butyriciproducens	txid1297617	NR_118554.1	NR_118554.1 Intestinimonas butyriciproducens strain SRB-521-5-I 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	unclassified Eubacteriales family	Intestinimonas	Intestinimonas gabonensis	txid1702285	NR_179426.1	NR_179426.1 Intestinimonas gabonensis strain GM5 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	unclassified Eubacteriales family	Intestinimonas	Intestinimonas massiliensis	txid1673721	NR_179418.1	NR_179418.1 Intestinimonas massiliensis (ex Afouda et al. 2020) strain GD2 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	unclassified Eubacteriales family	Intestinimonas	Intestinimonas timonensis	txid1689270	NR_179423.1	NR_179423.1 Intestinimonas timonensis strain GD4 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	unclassified Eubacteriales family	Massilistercora	Massilistercora timonensis	txid2086584	NR_179658.1	NR_179658.1 Massilistercora timonensis strain Marseille-P3756 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	unclassified Eubacteriales family	unclassified Eubacteriales genus	Bacteroides pectinophilus	txid384638	NR_121686.1	NR_121686.1 [Bacteroides] pectinophilus strain N3 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Halanaerobiales	unclassified Halanaerobiales family	Anoxybacter	Anoxybacter fermentans	txid1323375	NR_178587.1	NR_178587.1 Anoxybacter fermentans strain DY22613 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Natranaerobiales	Natranaerobiaceae	Natranaerobaculum	Natranaerobaculum magadiense	txid929101	NR_135713.1	NR_135713.1 Natranaerobaculum magadiense strain Z-1001 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella humiferrea	txid676965	NR_108634.1	NR_108634.1 Neomoorella humiferrea strain 64-FGQ 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermacetogenium	Thermacetogenium phaeum	txid1089553	NR_024688.1	NR_024688.1 Thermacetogenium phaeum DSM 12270 strain PB 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Anaerolactibacter	Anaerolactibacter massiliensis	txid2044573	NR_179645.1	NR_179645.1 Anaerolactibacter massiliensis strain Marseille-P4302 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma fastidiosa	txid1034346	NR_125593.1	NR_125593.1 Dielma fastidiosa strain JC13 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum	txid1547	NR_113243.1	NR_113243.1 Thomasclavelia ramosa strain JCM 1298 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix anatis	txid2683713	NR_181936.1	NR_181936.1 Erysipelothrix anatis strain D17_0559-3-2-1 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	Faecalicoccus acidiformans	txid915173	NR_134029.1	NR_134029.1 Faecalicoccus acidiformans strain 37-2a 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Faecalitalea cylindroides	txid39483	NR_113163.1	NR_113163.1 Faecalitalea cylindroides strain JCM 10261 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Floccifex	Floccifex porci	txid2606629	NR_180828.1	NR_180828.1 Floccifex porci strain LKV-178-WT-2G 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella porci	txid2652276	NR_180812.1	NR_180812.1 Holdemanella porci strain LKV-472-APC-3 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis	txid61171	NR_029335.1	NR_029335.1 Holdemania filiformis strain J1-31B-1 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium moorei	txid102148	NR_115130.1	NR_115130.1 Solobacterium moorei strain JCM 10645 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Stecheria	Stecheria intestinalis	txid2606630	NR_180834.1	NR_180834.1 Stecheria intestinalis strain Oil+RF-744-GAM-WT-6 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	Turicibacter sanguinis	txid154288	NR_028816.1	NR_028816.1 Turicibacter sanguinis strain MOL361 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda	Limnochorda pilosa	txid1555112	NR_136767.1	NR_136767.1 Limnochorda pilosa strain HC45 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	txid33025	NR_026111.1	NR_026111.1 Phascolarctobacterium faecium strain ACM 3679 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium succinatutens	txid626940	NR_112902.1	NR_112902.1 Phascolarctobacterium succinatutens strain YIT 12067 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium wakonense	txid2654621	NR_179270.1	NR_179270.1 Phascolarctobacterium wakonense strain MB11 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio slackiae	txid2652309	NR_180826.1	NR_180826.1 Anaerovibrio slackiae strain WCA-693-APC-5D-A 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis	txid742816	NR_041590.1	NR_041590.1 Megamonas funiformis YIT 11815 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas hypermegale	txid158847	NR_025514.1	NR_025514.1 Megamonas hypermegale strain DSM 1672 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas rupellensis	txid491921	NR_044473.1	NR_044473.1 Megamonas rupellensis strain FM1025 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Pectinatus	Pectinatus frisingensis	txid865	NR_117702.1	NR_117702.1 Pectinatus frisingensis strain CCM 6217 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Pectinatus	Pectinatus haikarae	txid349096	NR_043658.1	NR_043658.1 Pectinatus haikarae 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Pectinatus	Pectinatus sottacetonis	txid1002795	NR_118115.1	NR_118115.1 Pectinatus sottacetonis strain FSRU B0405 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Propionispira	Propionispira arcuata	txid433321	NR_134138.1	NR_134138.1 Propionispira arcuata strain WK011 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas bovis	txid416586	NR_044111.1	NR_044111.1 Selenomonas bovis strain WG 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas infelix	txid135082	NR_028797.1	NR_028797.1 Selenomonas infelix strain VPI D 75 B-30 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Anaeroarcus	Anaeroarcus burkinensis	txid82376	NR_025298.1	NR_025298.1 Anaeroarcus burkinensis strain DSM 6283 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Anaeromusa	Anaeromusa acidaminophila	txid81464	NR_024921.1	NR_024921.1 Anaeromusa acidaminophila strain DSM 3853 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Anaerospora	Anaerospora hongkongensis	txid244830	NR_115221.1	NR_115221.1 Anaerospora hongkongensis strain HKU15 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Anaerosporomusa	Anaerosporomusa subterranea	txid1794912	NR_152052.1	NR_152052.1 Anaerosporomusa subterranea strain RU4 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Dendrosporobacter	Dendrosporobacter quercicolus	txid146817	NR_041949.1	NR_041949.1 Dendrosporobacter quercicolus strain DSM 1736 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa aerivorans	txid204936	NR_028991.1	NR_028991.1 Sporomusa aerivorans strain TMAO3 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Allisonella	Allisonella histaminiformans	txid209880	NR_028862.1	NR_028862.1 Allisonella histaminiformans strain MR2 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Anaeroglobus	Anaeroglobus geminatus	txid156456	NR_028812.1	NR_028812.1 Anaeroglobus geminatus strain AIP313.00 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Caecibacter	Caecibacter massiliensis	txid1852378	NR_147376.1	NR_147376.1 Caecibacter massiliensis strain Marseille-P2974 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Colibacter	Colibacter massiliensis	txid1852379	NR_147373.1	NR_147373.1 Colibacter massiliensis strain Marseille-P2911 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister invisus	txid218538	NR_113355.1	NR_113355.1 Dialister invisus strain JCM 17566 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister massiliensis	txid2161821	NR_179669.1	NR_179669.1 Dialister massiliensis strain Marseille-P5638 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister micraerophilus	txid309120	NR_113356.1	NR_113356.1 Dialister micraerophilus strain JCM 17567 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister pneumosintes	txid39950	NR_026229.1	NR_026229.1 Dialister pneumosintes strain ATCC 33048 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister propionicifaciens	txid308994	NR_043231.1	NR_043231.1 Dialister propionicifaciens strain ADV 1053.03 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister succinatiphilus	txid742743	NR_041666.1	NR_041666.1 Dialister succinatiphilus YIT 11850 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera cerevisiae	txid1122219	NR_113307.1	NR_113307.1 Megasphaera cerevisiae DSM 20462 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera elsdenii	txid1064535	NR_102980.1	NR_102980.1 Megasphaera elsdenii DSM 20460 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera hexanoica	txid1675036	NR_157635.1	NR_157635.1 Megasphaera hexanoica strain MH 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera hutchinsoni	txid1588748	NR_178779.1	NR_178779.1 Megasphaera hutchinsoni strain KA00182 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera indica	txid879612	NR_134080.1	NR_134080.1 Megasphaera indica strain NMBHI-10 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera lornae	txid1000568	NR_181404.1	NR_181404.1 Megasphaera lornae strain UPII 199-6 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera massiliensis	txid1232428	NR_133027.1	NR_133027.1 Megasphaera massiliensis strain NP3 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera micronuciformis	txid187326	NR_025230.1	NR_025230.1 Megasphaera micronuciformis strain AIP 412.00 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera paucivorans	txid349095	NR_043657.1	NR_043657.1 Megasphaera paucivorans strain VTT E-032341 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera stantonii	txid2144175	NR_179932.1	NR_179932.1 Megasphaera stantonii strain AJH120 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera sueciensis	txid349094	NR_043656.1	NR_043656.1 Megasphaera sueciensis strain VTT E-97791 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera vaginalis	txid1111454	NR_178499.1	NR_178499.1 Megasphaera vaginalis (ex Srinivasan et al. 2021) strain BV3C16-1 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera vaginalis Bordigoni et al. 2020	txid2045301	NR_179646.1	NR_179646.1 Megasphaera vaginalis (ex Bordigoni et al. 2020) strain Marseille-P4857 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	txid29466	NR_113031.1	NR_113031.1 Veillonella parvula strain JCM 12972 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella rogosae	txid423477	NR_044091.1	NR_044091.1 Veillonella rogosae strain CF100 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella tobetsuensis	txid1110546	NR_113570.1	NR_113570.1 Veillonella tobetsuensis strain JCM 17976 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia	Gottschalkia acidurici	txid1556	NR_117601.1	NR_117601.1 Gottschalkia acidurici strain DSM 604 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Gallicola	Gallicola barnesae	txid116087	NR_040843.1	NR_040843.1 Gallicola barnesae strain DSM 3244 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus coxii	txid755172	NR_117556.1	NR_117556.1 Aedoeadaptatus coxii strain RMA 16757 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Tissierellia	Tissierellales	Thermohalobacteraceae	Thermohalobacter	Thermohalobacter berrensis	txid99594	NR_024960.1	NR_024960.1 Thermohalobacter berrensis strain CTT3 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	Tissierella creatinini	txid43143	NR_104805.1	NR_104805.1 Tissierella creatinini strain BN11 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Tissierellia	unclassified Tissierellia order	unclassified Tissierellia family	Sedimentibacter	Sedimentibacter hongkongensis	txid178338	NR_114645.1	NR_114645.1 Sedimentibacter hongkongensis strain HKU2 16S ribosomal RNA, partial sequence
